Millis,Quat_W,Quat_X,Quat_Y,Quat_Z,Acc_X,Acc_Y,Acc_Z 
2913350,0.99,0.10,-0.06,0.03,-0.17,-10.03,-1.45
2913382,0.99,0.10,-0.06,0.03,0.09,-10.25,-1.54
2913415,0.99,0.10,-0.06,0.03,0.55,-10.11,-1.53
2913448,0.99,0.10,-0.05,0.03,0.72,-9.81,-1.41
2913481,0.99,0.10,-0.05,0.03,0.63,-9.60,-1.32
2913514,0.99,0.10,-0.05,0.03,0.48,-9.61,-1.25
2913547,0.99,0.10,-0.05,0.03,0.50,-9.98,-1.30
2913581,0.99,0.09,-0.05,0.03,0.67,-10.03,-1.44
2913612,0.99,0.09,-0.05,0.02,0.65,-9.98,-1.46
2913645,0.99,0.09,-0.05,0.02,0.43,-9.88,-1.45
2913677,0.99,0.09,-0.04,0.02,0.22,-9.83,-1.39
2913710,1.00,0.09,-0.04,0.02,0.14,-9.91,-1.37
2913743,1.00,0.09,-0.04,0.02,0.33,-9.92,-1.36
2913776,1.00,0.08,-0.03,0.02,0.54,-9.95,-1.31
2913809,1.00,0.08,-0.03,0.02,0.55,-9.89,-1.24
2913843,1.00,0.08,-0.03,0.02,0.51,-9.93,-1.20
2913874,1.00,0.08,-0.03,0.02,0.44,-9.87,-1.15
2913907,1.00,0.07,-0.03,0.02,0.44,-9.75,-1.17
2913940,1.00,0.07,-0.02,0.01,0.43,-9.75,-1.30
2913972,1.00,0.07,-0.02,0.01,0.42,-9.73,-1.34
2914005,1.00,0.07,-0.02,0.01,0.50,-9.76,-1.39
2914038,1.00,0.07,-0.02,0.01,0.51,-9.94,-1.52
2914071,1.00,0.07,-0.02,0.01,0.56,-10.02,-1.56
2914105,1.00,0.07,-0.03,0.01,0.63,-10.01,-1.57
2914136,1.00,0.07,-0.03,0.01,0.72,-10.06,-1.57
2914169,1.00,0.08,-0.03,0.01,0.87,-10.04,-1.48
2914202,1.00,0.08,-0.03,0.01,0.84,-10.01,-1.35
2914235,1.00,0.07,-0.03,0.01,0.76,-9.86,-1.20
2914268,1.00,0.07,-0.03,0.01,0.65,-9.71,-1.16
2914301,1.00,0.07,-0.03,0.01,0.57,-9.77,-1.22
2914334,1.00,0.07,-0.03,0.00,0.56,-9.89,-1.29
2914368,1.00,0.07,-0.03,0.00,0.56,-9.88,-1.34
2914400,1.00,0.07,-0.03,0.00,0.59,-9.94,-1.36
2914433,1.00,0.07,-0.03,0.00,0.62,-9.98,-1.33
2914466,1.00,0.06,-0.03,0.00,0.60,-9.95,-1.26
2914499,1.00,0.06,-0.03,0.00,0.50,-9.91,-1.20
2914532,1.00,0.06,-0.03,0.00,0.50,-9.91,-1.15
2914564,1.00,0.06,-0.02,0.00,0.50,-9.88,-1.17
2914597,1.00,0.06,-0.03,0.00,0.57,-9.84,-1.17
2914631,1.00,0.06,-0.03,0.00,0.59,-9.83,-1.17
2914663,1.00,0.06,-0.03,0.00,0.65,-9.77,-1.23
2914696,1.00,0.06,-0.03,0.00,0.68,-9.75,-1.29
2914729,1.00,0.06,-0.03,0.00,0.67,-9.91,-1.32
2914762,1.00,0.07,-0.03,0.00,0.65,-10.01,-1.34
2914795,1.00,0.07,-0.03,0.00,0.67,-10.06,-1.36
2914828,1.00,0.07,-0.04,0.00,0.73,-10.01,-1.37
2914860,1.00,0.07,-0.04,0.00,0.79,-9.95,-1.32
2914894,1.00,0.06,-0.04,0.00,0.84,-9.87,-1.25
2914925,1.00,0.06,-0.04,0.00,0.89,-9.87,-1.19
2914958,1.00,0.06,-0.04,0.00,0.92,-9.81,-1.17
2914991,1.00,0.06,-0.05,0.00,0.89,-9.86,-1.22
2915024,1.00,0.06,-0.05,0.00,0.74,-9.95,-1.30
2915056,1.00,0.06,-0.04,0.00,0.65,-9.96,-1.35
2915089,1.00,0.06,-0.04,-0.00,0.55,-9.97,-1.34
2915121,1.00,0.06,-0.04,-0.00,0.53,-9.94,-1.35
2915155,1.00,0.06,-0.04,-0.00,0.53,-9.90,-1.31
2915187,1.00,0.06,-0.03,-0.00,0.56,-9.80,-1.20
2915220,1.00,0.06,-0.03,-0.00,0.59,-9.88,-1.20
2915253,1.00,0.06,-0.03,0.00,0.66,-9.93,-1.21
2915286,1.00,0.06,-0.03,0.00,0.69,-9.96,-1.23
2915319,1.00,0.06,-0.03,0.00,0.68,-9.90,-1.23
2915352,1.00,0.06,-0.03,0.00,0.70,-9.76,-1.23
2915385,1.00,0.07,-0.03,0.00,0.68,-9.71,-1.27
2915419,1.00,0.07,-0.03,0.00,0.68,-9.79,-1.34
2915451,1.00,0.07,-0.03,0.00,0.65,-9.98,-1.40
2915484,1.00,0.07,-0.03,0.00,0.66,-10.06,-1.41
2915517,1.00,0.07,-0.04,0.00,0.70,-10.02,-1.40
2915550,1.00,0.07,-0.04,0.00,0.77,-9.96,-1.37
2915583,1.00,0.07,-0.04,0.00,0.84,-9.88,-1.31
2915616,1.00,0.07,-0.04,0.00,0.88,-9.89,-1.26
2915648,1.00,0.06,-0.04,0.00,0.89,-9.80,-1.23
2915682,1.00,0.06,-0.04,0.00,0.89,-9.85,-1.22
2915714,1.00,0.06,-0.05,0.00,0.89,-9.96,-1.24
2915747,1.00,0.06,-0.04,0.00,0.88,-9.97,-1.28
2915779,1.00,0.06,-0.04,0.00,0.80,-9.99,-1.31
2915812,1.00,0.06,-0.04,0.00,0.74,-9.97,-1.29
2915845,1.00,0.06,-0.04,0.00,0.67,-9.92,-1.23
2915878,1.00,0.06,-0.03,0.00,0.67,-9.89,-1.20
2915911,1.00,0.06,-0.04,0.00,0.74,-9.86,-1.16
2915945,1.00,0.06,-0.04,0.00,0.80,-9.82,-1.15
2915976,1.00,0.06,-0.04,0.00,0.82,-9.88,-1.19
2916009,1.00,0.06,-0.04,0.00,0.76,-9.89,-1.24
2916042,1.00,0.06,-0.04,0.00,0.69,-9.84,-1.30
2916074,1.00,0.06,-0.03,-0.00,0.60,-9.85,-1.32
2916107,1.00,0.06,-0.03,-0.00,0.55,-9.91,-1.32
2916140,1.00,0.07,-0.03,-0.00,0.55,-9.87,-1.33
2916173,1.00,0.07,-0.03,-0.00,0.70,-9.89,-1.35
2916207,1.00,0.07,-0.03,-0.00,0.85,-9.93,-1.36
2916238,1.00,0.07,-0.03,-0.00,0.91,-9.89,-1.39
2916271,1.00,0.07,-0.03,-0.00,1.01,-9.88,-1.41
2916304,1.00,0.07,-0.04,-0.00,1.08,-9.95,-1.44
2916337,1.00,0.07,-0.04,-0.00,1.09,-9.86,-1.41
2916369,1.00,0.07,-0.04,-0.00,1.10,-9.88,-1.41
2916402,1.00,0.07,-0.04,-0.00,1.08,-9.82,-1.46
2916435,1.00,0.07,-0.05,0.00,1.04,-9.94,-1.46
2916469,1.00,0.07,-0.05,0.00,1.00,-9.91,-1.46
2916500,1.00,0.07,-0.05,0.00,0.98,-9.92,-1.45
2916533,1.00,0.07,-0.05,0.00,0.94,-9.98,-1.45
2916566,1.00,0.07,-0.05,0.00,0.95,-9.93,-1.38
2916598,1.00,0.07,-0.05,0.00,0.94,-9.82,-1.29
2916631,1.00,0.07,-0.05,0.01,1.02,-9.88,-1.22
2916663,1.00,0.06,-0.05,0.00,0.99,-9.89,-1.20
2916696,1.00,0.06,-0.05,0.00,0.95,-9.95,-1.20
2916730,1.00,0.06,-0.05,0.00,0.87,-9.91,-1.16
2916761,1.00,0.06,-0.04,0.00,0.76,-9.71,-1.16
2916794,1.00,0.06,-0.04,0.00,0.75,-9.69,-1.21
2916827,1.00,0.06,-0.04,-0.00,0.77,-9.79,-1.28
2916860,1.00,0.06,-0.04,-0.00,0.82,-9.77,-1.35
2916893,1.00,0.06,-0.04,-0.00,0.88,-9.79,-1.49
2916926,1.00,0.07,-0.04,-0.00,0.96,-9.95,-1.49
2916958,1.00,0.07,-0.04,0.00,1.02,-9.98,-1.52
2916992,1.00,0.07,-0.04,0.00,1.05,-9.95,-1.53
2917023,1.00,0.07,-0.05,-0.00,1.11,-9.97,-1.53
2917056,1.00,0.07,-0.05,-0.00,1.02,-9.91,-1.50
2917089,1.00,0.07,-0.05,0.00,0.96,-9.84,-1.49
2917122,1.00,0.08,-0.05,0.00,0.91,-9.71,-1.47
2917155,1.00,0.08,-0.05,0.00,0.91,-9.73,-1.48
2917188,1.00,0.07,-0.05,0.00,0.95,-9.94,-1.49
2917221,1.00,0.07,-0.05,0.00,0.89,-9.99,-1.46
2917254,1.00,0.07,-0.04,0.00,0.80,-9.87,-1.42
2917285,1.00,0.07,-0.04,0.00,0.71,-9.62,-1.41
2917318,1.00,0.07,-0.04,-0.00,0.65,-9.69,-1.44
2917351,1.00,0.07,-0.04,-0.00,0.66,-9.86,-1.48
2917384,1.00,0.07,-0.03,-0.00,0.58,-9.96,-1.44
2917417,1.00,0.07,-0.03,-0.00,0.62,-9.69,-1.39
2917450,1.00,0.07,-0.03,-0.01,0.77,-9.64,-1.40
2917483,1.00,0.07,-0.03,-0.01,1.01,-9.87,-1.42
2917517,1.00,0.07,-0.03,-0.01,1.16,-9.72,-1.52
2917549,1.00,0.07,-0.03,-0.01,1.26,-9.72,-1.57
2917582,1.00,0.07,-0.03,-0.01,1.44,-9.66,-1.65
2917615,1.00,0.07,-0.03,-0.00,1.64,-9.93,-1.75
2917648,1.00,0.07,-0.03,-0.00,1.70,-10.05,-1.68
2917681,1.00,0.07,-0.03,-0.00,1.77,-9.87,-1.64
2917714,1.00,0.07,-0.03,-0.00,1.76,-9.68,-1.61
2917747,1.00,0.07,-0.03,-0.00,1.69,-9.65,-1.64
2917781,1.00,0.07,-0.04,-0.00,1.51,-9.68,-1.70
2917813,1.00,0.07,-0.04,-0.00,1.45,-9.79,-1.75
2917846,1.00,0.07,-0.04,-0.00,1.45,-9.88,-1.77
2917879,1.00,0.07,-0.05,-0.00,1.40,-9.90,-1.71
2917912,1.00,0.08,-0.05,-0.00,1.40,-9.87,-1.65
2917945,1.00,0.08,-0.06,-0.00,1.40,-9.74,-1.57
2917978,1.00,0.08,-0.06,-0.00,1.37,-9.65,-1.54
2918011,0.99,0.08,-0.06,-0.00,1.36,-9.73,-1.53
2918045,0.99,0.08,-0.07,-0.00,1.46,-9.78,-1.52
2918077,0.99,0.08,-0.07,-0.01,1.56,-9.85,-1.47
2918110,0.99,0.08,-0.07,-0.01,1.56,-9.90,-1.45
2918142,0.99,0.08,-0.07,-0.01,1.52,-9.77,-1.40
2918175,0.99,0.07,-0.07,-0.01,1.46,-9.68,-1.40
2918208,0.99,0.07,-0.08,-0.02,1.48,-9.62,-1.41
2918241,0.99,0.07,-0.07,-0.02,1.42,-9.60,-1.45
2918274,0.99,0.07,-0.07,-0.02,1.40,-9.73,-1.53
2918308,0.99,0.07,-0.07,-0.03,1.45,-9.84,-1.57
2918339,0.99,0.07,-0.08,-0.03,1.43,-9.90,-1.60
2918372,0.99,0.07,-0.07,-0.03,1.37,-9.95,-1.61
2918405,0.99,0.07,-0.07,-0.03,1.33,-9.99,-1.56
2918437,0.99,0.07,-0.07,-0.03,1.34,-9.93,-1.48
2918470,0.99,0.07,-0.07,-0.03,1.37,-9.66,-1.40
2918503,0.99,0.07,-0.07,-0.03,1.37,-9.63,-1.38
2918536,0.99,0.07,-0.07,-0.03,1.32,-9.69,-1.40
2918570,0.99,0.07,-0.07,-0.03,1.24,-9.80,-1.40
2918601,0.99,0.07,-0.07,-0.02,1.19,-9.85,-1.40
2918634,0.99,0.07,-0.07,-0.02,1.19,-9.85,-1.42
2918667,1.00,0.07,-0.07,-0.01,1.12,-9.86,-1.39
2918700,1.00,0.07,-0.07,-0.01,1.05,-9.78,-1.38
2918732,1.00,0.07,-0.07,-0.00,1.01,-9.71,-1.38
2918764,1.00,0.07,-0.06,-0.00,1.03,-9.63,-1.43
2918796,1.00,0.07,-0.06,0.00,1.04,-9.67,-1.45
2918830,1.00,0.07,-0.06,0.00,1.05,-9.69,-1.60
2918861,1.00,0.07,-0.06,0.00,1.00,-9.78,-1.67
2918894,1.00,0.07,-0.06,0.00,0.92,-9.84,-1.78
2918927,1.00,0.07,-0.05,0.00,0.86,-9.94,-1.80
2918960,1.00,0.07,-0.05,0.00,0.82,-9.91,-1.79
2918993,1.00,0.08,-0.05,0.00,0.85,-9.67,-1.78
2919025,1.00,0.08,-0.04,0.00,0.87,-9.90,-1.77
2919058,1.00,0.08,-0.04,0.00,0.99,-9.84,-1.64
2919092,1.00,0.08,-0.04,0.01,1.33,-9.60,-1.57
2919123,1.00,0.08,-0.04,0.01,1.56,-9.64,-1.53
2919156,1.00,0.08,-0.04,0.01,1.73,-9.66,-1.54
2919189,1.00,0.08,-0.04,0.01,1.84,-9.50,-1.56
2919222,1.00,0.08,-0.04,0.02,2.02,-9.69,-1.62
2919255,1.00,0.08,-0.03,0.02,2.13,-9.70,-1.66
2919288,1.00,0.08,-0.03,0.02,2.23,-9.80,-1.70
2919320,1.00,0.08,-0.03,0.03,2.35,-9.70,-1.67
2919354,1.00,0.07,-0.03,0.03,2.41,-9.66,-1.71
2919385,1.00,0.07,-0.04,0.03,2.46,-9.64,-1.78
2919418,1.00,0.07,-0.04,0.03,2.37,-9.78,-1.89
2919451,1.00,0.07,-0.04,0.03,2.30,-9.63,-1.94
2919484,1.00,0.07,-0.04,0.03,2.13,-9.60,-1.89
2919517,1.00,0.08,-0.05,0.03,1.86,-9.48,-1.91
2919550,1.00,0.08,-0.05,0.03,1.86,-9.32,-1.89
2919583,1.00,0.08,-0.06,0.02,1.86,-9.01,-2.00
2919617,1.00,0.08,-0.06,0.02,1.87,-9.02,-2.17
2919648,1.00,0.08,-0.06,0.02,1.94,-9.58,-2.37
2919681,1.00,0.08,-0.06,0.01,2.18,-9.74,-2.47
2919714,1.00,0.08,-0.06,0.01,2.28,-9.64,-2.46
2919747,0.99,0.08,-0.06,0.01,2.43,-9.67,-2.39
2919780,0.99,0.08,-0.06,0.01,2.64,-9.57,-2.35
2919813,0.99,0.08,-0.06,0.01,2.80,-9.52,-2.32
2919846,0.99,0.09,-0.07,0.01,2.83,-9.77,-2.24
2919880,0.99,0.09,-0.07,0.00,2.60,-9.71,-2.13
2919911,0.99,0.09,-0.08,0.00,2.31,-9.57,-1.99
2919944,0.99,0.10,-0.09,0.00,2.01,-9.57,-1.88
2919977,0.99,0.10,-0.09,0.01,1.90,-9.61,-1.81
2920010,0.99,0.10,-0.10,0.01,1.83,-9.65,-1.82
2920043,0.99,0.10,-0.10,0.01,1.79,-9.73,-1.79
2920076,0.99,0.10,-0.10,0.02,1.76,-9.73,-1.72
2920109,0.99,0.10,-0.11,0.02,1.66,-9.71,-1.66
2920143,0.99,0.10,-0.11,0.03,1.53,-9.76,-1.58
2920175,0.99,0.10,-0.12,0.03,1.26,-9.86,-1.49
2920208,0.99,0.10,-0.12,0.03,0.89,-9.75,-1.41
2920241,0.99,0.11,-0.13,0.03,0.64,-9.63,-1.36
2920274,0.99,0.11,-0.13,0.02,0.50,-9.62,-1.36
2920307,0.99,0.11,-0.13,0.02,0.37,-9.69,-1.38
2920340,0.99,0.11,-0.13,0.02,0.54,-9.82,-1.40
2920373,0.99,0.11,-0.13,0.02,0.65,-9.80,-1.40
2920407,0.99,0.11,-0.13,0.02,0.67,-9.90,-1.35
2920439,0.99,0.11,-0.12,0.02,0.63,-10.08,-1.34
2920472,0.99,0.11,-0.12,0.02,0.60,-9.91,-1.28
2920504,0.99,0.11,-0.12,0.02,0.54,-10.07,-1.20
2920536,0.99,0.11,-0.12,0.03,0.60,-10.00,-1.10
2920569,0.99,0.11,-0.12,0.03,0.58,-9.74,-1.07
2920602,0.99,0.11,-0.12,0.03,0.45,-9.66,-1.04
2920635,0.99,0.11,-0.12,0.03,0.30,-9.86,-1.12
2920669,0.99,0.11,-0.12,0.03,0.25,-9.94,-1.14
2920700,0.99,0.11,-0.12,0.03,0.25,-10.00,-1.19
2920733,0.99,0.11,-0.12,0.03,0.19,-10.01,-1.13
2920766,0.99,0.11,-0.11,0.03,0.11,-9.92,-1.12
2920799,0.99,0.11,-0.11,0.03,0.04,-9.94,-1.01
2920831,0.99,0.10,-0.11,0.03,-0.03,-9.97,-0.97
2920864,0.99,0.10,-0.11,0.03,0.00,-9.91,-0.94
2920897,0.99,0.10,-0.10,0.03,0.05,-9.73,-0.90
2920931,0.99,0.10,-0.10,0.03,0.21,-9.83,-0.97
2920962,0.99,0.10,-0.10,0.03,0.31,-9.95,-1.04
2920995,0.99,0.10,-0.09,0.03,0.30,-10.01,-1.07
2921028,0.99,0.10,-0.09,0.03,0.31,-9.99,-1.08
2921061,0.99,0.09,-0.08,0.03,0.31,-10.10,-1.12
2921094,0.99,0.09,-0.08,0.03,0.38,-10.03,-1.08
2921126,0.99,0.09,-0.08,0.03,0.42,-10.03,-1.04
2921159,0.99,0.09,-0.07,0.03,0.47,-9.93,-0.95
2921193,0.99,0.09,-0.07,0.03,0.50,-9.72,-0.92
2921224,0.99,0.08,-0.06,0.03,0.39,-9.73,-1.00
2921257,0.99,0.08,-0.06,0.03,0.27,-10.02,-1.11
2921290,1.00,0.08,-0.06,0.03,0.43,-10.33,-1.19
2921323,1.00,0.08,-0.06,0.02,0.78,-10.25,-1.19
2921356,1.00,0.08,-0.06,0.02,0.89,-9.80,-1.14
2921389,1.00,0.07,-0.06,0.02,0.39,-9.69,-1.10
2921421,1.00,0.07,-0.06,0.02,0.11,-9.67,-1.07
2921455,1.00,0.07,-0.05,0.02,-0.01,-9.88,-1.12
2921486,1.00,0.07,-0.05,0.01,0.07,-10.10,-1.15
2921519,1.00,0.07,-0.04,0.01,0.39,-10.02,-1.15
2921552,1.00,0.07,-0.04,0.01,0.48,-9.97,-1.12
2921585,1.00,0.06,-0.04,0.01,0.51,-9.95,-1.09
2921618,1.00,0.06,-0.04,0.01,0.47,-9.89,-1.11
2921651,1.00,0.06,-0.03,0.01,0.38,-9.95,-1.09
2921684,1.00,0.06,-0.03,0.01,0.44,-9.93,-1.12
2921717,1.00,0.06,-0.03,0.01,0.39,-9.95,-1.12
2921748,1.00,0.06,-0.02,0.01,0.33,-9.95,-1.13
2921781,1.00,0.06,-0.02,0.01,0.29,-9.90,-1.14
2921814,1.00,0.06,-0.02,0.00,0.33,-9.94,-1.13
2921847,1.00,0.06,-0.02,0.00,0.39,-9.98,-1.14
2921880,1.00,0.06,-0.02,0.00,0.53,-9.97,-1.13
2921913,1.00,0.06,-0.02,0.00,0.54,-9.93,-1.11
2921946,1.00,0.06,-0.02,0.00,0.44,-9.95,-1.13
2921980,1.00,0.06,-0.02,0.00,0.43,-9.94,-1.14
2922012,1.00,0.06,-0.02,0.00,0.45,-9.94,-1.14
2922045,1.00,0.06,-0.03,0.00,0.49,-9.96,-1.15
2922078,1.00,0.05,-0.02,0.00,0.49,-9.97,-1.12
2922111,1.00,0.06,-0.03,0.00,0.50,-9.96,-1.11
2922144,1.00,0.06,-0.02,0.00,0.51,-9.92,-1.12
2922177,1.00,0.05,-0.03,0.00,0.50,-9.92,-1.10
2922210,1.00,0.06,-0.02,0.00,0.48,-9.96,-1.11
2922244,1.00,0.06,-0.03,0.00,0.51,-9.98,-1.12
2922275,1.00,0.06,-0.03,0.00,0.51,-9.97,-1.12
2922307,1.00,0.06,-0.02,0.00,0.48,-9.93,-1.11
2922340,1.00,0.06,-0.02,0.00,0.41,-9.85,-1.11
2922373,1.00,0.05,-0.02,0.00,0.42,-9.91,-1.10
2922406,1.00,0.06,-0.02,0.00,0.42,-9.98,-1.15
2922439,1.00,0.06,-0.02,0.00,0.48,-9.99,-1.16
2922472,1.00,0.06,-0.03,0.00,0.60,-9.98,-1.18
2922506,1.00,0.06,-0.03,0.00,0.56,-9.94,-1.16
2922538,1.00,0.06,-0.03,0.00,0.46,-9.87,-1.17
2922571,1.00,0.06,-0.02,0.00,0.39,-9.89,-1.16
2922604,1.00,0.06,-0.02,0.00,0.35,-9.98,-1.15
2922637,1.00,0.06,-0.02,0.00,0.52,-9.99,-1.13
2922670,1.00,0.06,-0.02,0.00,0.59,-9.98,-1.09
2922703,1.00,0.06,-0.03,0.00,0.53,-9.91,-1.11
2922736,1.00,0.05,-0.03,0.00,0.40,-9.95,-1.05
2922770,1.00,0.05,-0.02,0.00,0.34,-9.77,-1.00
2922802,1.00,0.05,-0.02,0.00,0.45,-9.80,-1.05
2922835,1.00,0.05,-0.03,0.00,0.58,-9.92,-1.14
2922868,1.00,0.06,-0.03,0.00,0.56,-9.95,-1.25
2922901,1.00,0.06,-0.03,0.00,0.52,-10.09,-1.33
2922933,1.00,0.06,-0.03,0.00,0.57,-10.05,-1.29
2922966,1.00,0.06,-0.03,0.00,0.65,-10.01,-1.20
2922999,1.00,0.06,-0.03,0.00,0.70,-9.96,-1.12
2923033,1.00,0.06,-0.03,0.00,0.68,-9.86,-1.11
2923064,1.00,0.06,-0.03,0.00,0.55,-9.94,-1.15
2923097,1.00,0.06,-0.03,0.00,0.43,-9.89,-1.18
2923130,1.00,0.06,-0.03,0.00,0.42,-9.91,-1.21
2923163,1.00,0.06,-0.02,0.00,0.47,-9.94,-1.24
2923196,1.00,0.06,-0.03,0.00,0.51,-9.98,-1.27
2923228,1.00,0.06,-0.03,0.00,0.56,-9.99,-1.17
2923261,1.00,0.06,-0.03,0.00,0.55,-9.96,-1.17
2923294,1.00,0.06,-0.03,0.00,0.50,-9.96,-1.12
2923326,1.00,0.06,-0.02,0.00,0.44,-9.93,-1.09
2923358,1.00,0.06,-0.02,0.00,0.40,-9.91,-1.09
2923391,1.00,0.05,-0.02,0.00,0.39,-9.89,-0.98
2923424,1.00,0.05,-0.02,0.00,0.45,-9.87,-0.96
2923457,1.00,0.05,-0.02,0.00,0.46,-9.93,-1.00
2923490,1.00,0.05,-0.02,0.00,0.54,-9.90,-1.07
2923522,1.00,0.05,-0.03,0.00,0.57,-9.84,-1.17
2923556,1.00,0.05,-0.02,0.00,0.54,-9.77,-1.25
2923587,1.00,0.06,-0.02,-0.00,0.55,-9.74,-1.38
2923620,1.00,0.06,-0.02,-0.00,0.60,-10.09,-1.44
2923653,1.00,0.06,-0.02,0.00,0.64,-10.26,-1.43
2923686,1.00,0.06,-0.03,0.00,0.81,-10.00,-1.41
2923719,1.00,0.06,-0.03,0.01,0.97,-9.97,-1.31
2923752,1.00,0.06,-0.03,0.01,0.97,-9.79,-1.28
2923785,1.00,0.07,-0.04,0.01,0.76,-9.76,-1.33
2923818,1.00,0.07,-0.04,0.01,0.64,-10.26,-1.33
2923849,1.00,0.07,-0.03,0.01,0.61,-10.06,-1.24
2923882,1.00,0.06,-0.03,0.01,0.63,-10.00,-1.19
2923915,1.00,0.06,-0.04,0.01,0.62,-10.12,-1.10
2923948,1.00,0.06,-0.04,0.01,0.54,-10.06,-0.89
2923981,1.00,0.06,-0.04,0.01,0.34,-9.82,-0.71
2924014,1.00,0.06,-0.04,0.01,0.22,-9.47,-0.66
2924047,1.00,0.06,-0.04,0.01,0.14,-9.43,-0.71
2924081,1.00,0.06,-0.04,0.00,0.09,-9.62,-0.88
2924113,1.00,0.06,-0.03,-0.00,0.03,-9.75,-1.05
2924146,1.00,0.05,-0.02,-0.00,0.10,-9.88,-1.20
2924179,1.00,0.05,-0.02,-0.01,0.25,-9.82,-1.39
2924212,1.00,0.05,-0.01,-0.00,0.46,-10.25,-1.48
2924245,1.00,0.05,-0.01,-0.00,0.71,-10.55,-1.42
2924278,1.00,0.06,-0.01,0.00,1.01,-10.14,-1.31
2924311,1.00,0.06,-0.02,0.00,1.20,-9.97,-1.16
2924345,1.00,0.06,-0.02,0.01,1.21,-9.84,-1.07
2924377,1.00,0.06,-0.03,0.01,0.89,-9.84,-1.03
2924409,1.00,0.06,-0.03,0.00,0.67,-9.89,-1.02
2924442,1.00,0.06,-0.03,0.00,0.51,-9.94,-1.08
2924475,1.00,0.06,-0.03,-0.00,0.34,-9.94,-1.15
2924508,1.00,0.06,-0.03,-0.00,0.19,-10.16,-1.14
2924541,1.00,0.06,-0.03,-0.00,0.13,-10.01,-1.04
2924574,1.00,0.06,-0.02,-0.00,0.20,-9.71,-0.99
2924608,1.00,0.06,-0.02,-0.00,0.33,-9.60,-1.04
2924639,1.00,0.05,-0.02,-0.00,0.33,-9.81,-1.12
2924672,1.00,0.06,-0.02,-0.00,0.33,-10.05,-1.19
2924704,1.00,0.06,-0.02,-0.00,0.39,-9.88,-1.25
2924737,1.00,0.06,-0.02,-0.00,0.42,-9.96,-1.29
2924770,1.00,0.06,-0.02,0.00,0.40,-10.18,-1.28
2924803,1.00,0.06,-0.02,0.00,0.45,-10.02,-1.16
2924836,1.00,0.06,-0.02,0.00,0.56,-10.24,-1.08
2924870,1.00,0.06,-0.02,0.01,0.73,-9.97,-0.98
2924902,1.00,0.06,-0.03,0.01,0.71,-9.72,-0.97
2924935,1.00,0.05,-0.03,0.00,0.48,-9.78,-0.97
2924968,1.00,0.05,-0.02,0.00,0.37,-9.61,-1.00
2925000,1.00,0.05,-0.02,0.00,0.33,-9.74,-1.05
2925032,1.00,0.06,-0.02,0.00,0.37,-9.95,-1.11
2925064,1.00,0.06,-0.02,0.00,0.50,-10.01,-1.13
2925097,1.00,0.06,-0.02,0.00,0.58,-10.16,-1.23
2925130,1.00,0.06,-0.03,0.00,0.63,-10.07,-1.20
2925162,1.00,0.06,-0.03,0.00,0.61,-10.02,-1.19
2925195,1.00,0.06,-0.03,0.00,0.53,-9.90,-1.11
2925228,1.00,0.06,-0.03,0.00,0.44,-9.70,-1.07
2925261,1.00,0.06,-0.02,-0.00,0.35,-9.86,-1.09
2925293,1.00,0.06,-0.02,0.00,0.38,-10.03,-1.16
2925326,1.00,0.06,-0.02,0.00,0.41,-10.09,-1.26
2925359,1.00,0.06,-0.03,0.00,0.45,-10.07,-1.24
2925393,1.00,0.06,-0.03,0.00,0.39,-9.99,-1.16
2925424,1.00,0.06,-0.02,0.00,0.27,-9.85,-1.11
2925457,1.00,0.06,-0.02,0.00,0.20,-9.77,-1.05
2925490,1.00,0.06,-0.02,0.00,0.18,-9.93,-1.06
2925523,1.00,0.06,-0.02,0.00,0.34,-10.02,-1.07
2925556,1.00,0.06,-0.02,0.00,0.45,-10.04,-1.10
2925588,1.00,0.05,-0.02,0.00,0.40,-9.98,-1.07
2925621,1.00,0.05,-0.02,0.00,0.33,-9.87,-1.03
2925655,1.00,0.05,-0.01,0.00,0.25,-9.76,-0.99
2925686,1.00,0.05,-0.02,0.00,0.30,-9.70,-1.00
2925719,1.00,0.05,-0.01,0.00,0.23,-9.89,-1.10
2925752,1.00,0.05,-0.01,0.00,0.17,-10.06,-1.17
2925785,1.00,0.05,-0.01,0.00,0.16,-10.16,-1.12
2925818,1.00,0.05,-0.01,0.00,0.22,-10.05,-1.09
2925851,1.00,0.05,-0.01,0.00,0.36,-10.00,-1.04
2925883,1.00,0.05,-0.01,0.01,0.44,-9.96,-0.96
2925917,1.00,0.05,-0.01,0.01,0.51,-9.94,-0.92
2925948,1.00,0.05,-0.01,0.01,0.53,-9.87,-0.88
2925981,1.00,0.05,-0.02,0.01,0.54,-9.82,-0.89
2926014,1.00,0.05,-0.02,0.01,0.48,-9.89,-0.97
2926047,1.00,0.05,-0.02,0.01,0.35,-9.90,-1.04
2926080,1.00,0.05,-0.01,0.00,0.26,-9.95,-1.05
2926113,1.00,0.05,-0.01,0.00,0.21,-9.93,-1.04
2926146,1.00,0.05,-0.00,-0.00,0.17,-9.68,-1.05
2926179,1.00,0.05,0.00,-0.00,0.24,-9.88,-1.07
2926210,1.00,0.05,0.01,-0.00,0.41,-9.90,-1.15
2926242,1.00,0.05,0.02,0.00,0.75,-9.92,-1.20
2926275,1.00,0.05,0.03,0.01,1.14,-9.98,-1.27
2926308,1.00,0.05,0.04,0.01,1.44,-9.71,-1.30
